ID,Name,Description,Era,Predecessor_ID,Status,Syntropy_Score,Catalytic_Potential,Structural_Pattern,Invention_Reason,Social_Context,Drawbacks,Side_Effects,Impact_Map,Properties,External_Data_Link,Chemical_Formula,Req_Resource,Req_Process
MAT-STL_1020_NORM_SEV_002,AISI 1020 - Normalized (Severstal),Carbon steel 0.2% C. Normalized.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,2.75,5.0,MICROSTRUCTURE_FINE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '318 MPa', 'Tensile': '477 MPa', 'Hardness': 'HB 99', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.2%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1020_NORM_JFE_001,AISI 1020 - Normalized (JFE),Carbon steel 0.2% C. Normalized.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,2.86,5.0,MICROSTRUCTURE_FINE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '330 MPa', 'Tensile': '495 MPa', 'Hardness': 'HB 103', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.2%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1020_NORM_JFE_002,AISI 1020 - Normalized (JFE),Carbon steel 0.2% C. Normalized.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,2.84,5.0,MICROSTRUCTURE_FINE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '328 MPa', 'Tensile': '492 MPa', 'Hardness': 'HB 102', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.2%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1020_Q_T_US__001,AISI 1020 - Quenched & Tempered (US_Steel),Carbon steel 0.2% C. Quenched & Tempered.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,2.36,13.0,MICROSTRUCTURE_MARTENSITE_TEMPERED,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '447 MPa', 'Tensile': '670 MPa', 'Hardness': 'HB 139', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.2%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1020_Q_T_US__002,AISI 1020 - Quenched & Tempered (US_Steel),Carbon steel 0.2% C. Quenched & Tempered.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,2.34,13.0,MICROSTRUCTURE_MARTENSITE_TEMPERED,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '444 MPa', 'Tensile': '666 MPa', 'Hardness': 'HB 138', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.2%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1020_Q_T_ARC_001,AISI 1020 - Quenched & Tempered (ArcelorMittal),Carbon steel 0.2% C. Quenched & Tempered.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,2.36,13.0,MICROSTRUCTURE_MARTENSITE_TEMPERED,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '447 MPa', 'Tensile': '670 MPa', 'Hardness': 'HB 139', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.2%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1020_Q_T_ARC_002,AISI 1020 - Quenched & Tempered (ArcelorMittal),Carbon steel 0.2% C. Quenched & Tempered.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,2.31,13.0,MICROSTRUCTURE_MARTENSITE_TEMPERED,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '439 MPa', 'Tensile': '658 MPa', 'Hardness': 'HB 137', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.2%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1020_Q_T_NIP_001,AISI 1020 - Quenched & Tempered (Nippon),Carbon steel 0.2% C. Quenched & Tempered.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,2.3,13.0,MICROSTRUCTURE_MARTENSITE_TEMPERED,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '436 MPa', 'Tensile': '654 MPa', 'Hardness': 'HB 136', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.2%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1020_Q_T_NIP_002,AISI 1020 - Quenched & Tempered (Nippon),Carbon steel 0.2% C. Quenched & Tempered.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,2.38,13.0,MICROSTRUCTURE_MARTENSITE_TEMPERED,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '451 MPa', 'Tensile': '676 MPa', 'Hardness': 'HB 140', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.2%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1020_Q_T_BAO_001,AISI 1020 - Quenched & Tempered (Baowu),Carbon steel 0.2% C. Quenched & Tempered.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,2.34,13.0,MICROSTRUCTURE_MARTENSITE_TEMPERED,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '443 MPa', 'Tensile': '664 MPa', 'Hardness': 'HB 138', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.2%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1020_Q_T_BAO_002,AISI 1020 - Quenched & Tempered (Baowu),Carbon steel 0.2% C. Quenched & Tempered.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,2.31,13.0,MICROSTRUCTURE_MARTENSITE_TEMPERED,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '439 MPa', 'Tensile': '658 MPa', 'Hardness': 'HB 137', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.2%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1020_Q_T_POS_001,AISI 1020 - Quenched & Tempered (POSCO),Carbon steel 0.2% C. Quenched & Tempered.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,2.37,13.0,MICROSTRUCTURE_MARTENSITE_TEMPERED,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '448 MPa', 'Tensile': '672 MPa', 'Hardness': 'HB 140', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.2%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1020_Q_T_POS_002,AISI 1020 - Quenched & Tempered (POSCO),Carbon steel 0.2% C. Quenched & Tempered.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,2.34,13.0,MICROSTRUCTURE_MARTENSITE_TEMPERED,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '443 MPa', 'Tensile': '664 MPa', 'Hardness': 'HB 138', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.2%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1020_Q_T_TAT_001,AISI 1020 - Quenched & Tempered (Tata),Carbon steel 0.2% C. Quenched & Tempered.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,2.37,13.0,MICROSTRUCTURE_MARTENSITE_TEMPERED,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '448 MPa', 'Tensile': '672 MPa', 'Hardness': 'HB 140', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.2%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1020_Q_T_TAT_002,AISI 1020 - Quenched & Tempered (Tata),Carbon steel 0.2% C. Quenched & Tempered.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,2.37,13.0,MICROSTRUCTURE_MARTENSITE_TEMPERED,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '449 MPa', 'Tensile': '673 MPa', 'Hardness': 'HB 140', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.2%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1020_Q_T_THY_001,AISI 1020 - Quenched & Tempered (Thyssen),Carbon steel 0.2% C. Quenched & Tempered.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,2.32,13.0,MICROSTRUCTURE_MARTENSITE_TEMPERED,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '440 MPa', 'Tensile': '660 MPa', 'Hardness': 'HB 137', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.2%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1020_Q_T_THY_002,AISI 1020 - Quenched & Tempered (Thyssen),Carbon steel 0.2% C. Quenched & Tempered.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,2.34,13.0,MICROSTRUCTURE_MARTENSITE_TEMPERED,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '443 MPa', 'Tensile': '664 MPa', 'Hardness': 'HB 138', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.2%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1020_Q_T_NUC_001,AISI 1020 - Quenched & Tempered (Nucor),Carbon steel 0.2% C. Quenched & Tempered.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,2.37,13.0,MICROSTRUCTURE_MARTENSITE_TEMPERED,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '449 MPa', 'Tensile': '673 MPa', 'Hardness': 'HB 140', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.2%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1020_Q_T_NUC_002,AISI 1020 - Quenched & Tempered (Nucor),Carbon steel 0.2% C. Quenched & Tempered.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,2.38,13.0,MICROSTRUCTURE_MARTENSITE_TEMPERED,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '450 MPa', 'Tensile': '675 MPa', 'Hardness': 'HB 140', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.2%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1020_Q_T_SEV_001,AISI 1020 - Quenched & Tempered (Severstal),Carbon steel 0.2% C. Quenched & Tempered.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,2.32,13.0,MICROSTRUCTURE_MARTENSITE_TEMPERED,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '440 MPa', 'Tensile': '660 MPa', 'Hardness': 'HB 137', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.2%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1020_Q_T_SEV_002,AISI 1020 - Quenched & Tempered (Severstal),Carbon steel 0.2% C. Quenched & Tempered.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,2.38,13.0,MICROSTRUCTURE_MARTENSITE_TEMPERED,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '451 MPa', 'Tensile': '676 MPa', 'Hardness': 'HB 140', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.2%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1020_Q_T_JFE_001,AISI 1020 - Quenched & Tempered (JFE),Carbon steel 0.2% C. Quenched & Tempered.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,2.29,13.0,MICROSTRUCTURE_MARTENSITE_TEMPERED,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '435 MPa', 'Tensile': '652 MPa', 'Hardness': 'HB 135', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.2%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1020_Q_T_JFE_002,AISI 1020 - Quenched & Tempered (JFE),Carbon steel 0.2% C. Quenched & Tempered.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,2.33,13.0,MICROSTRUCTURE_MARTENSITE_TEMPERED,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '441 MPa', 'Tensile': '661 MPa', 'Hardness': 'HB 137', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.2%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1030_HR_US__001,AISI 1030 - Hot Rolled (US_Steel),Carbon steel 0.3% C. Hot Rolled.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,3.77,5.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '334 MPa', 'Tensile': '501 MPa', 'Hardness': 'HB 104', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.3%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1030_HR_US__002,AISI 1030 - Hot Rolled (US_Steel),Carbon steel 0.3% C. Hot Rolled.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,3.78,5.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '335 MPa', 'Tensile': '502 MPa', 'Hardness': 'HB 104', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.3%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1030_HR_ARC_001,AISI 1030 - Hot Rolled (ArcelorMittal),Carbon steel 0.3% C. Hot Rolled.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,3.88,5.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '343 MPa', 'Tensile': '514 MPa', 'Hardness': 'HB 107', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.3%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1030_HR_ARC_002,AISI 1030 - Hot Rolled (ArcelorMittal),Carbon steel 0.3% C. Hot Rolled.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,3.78,5.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '335 MPa', 'Tensile': '502 MPa', 'Hardness': 'HB 104', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.3%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1030_HR_NIP_001,AISI 1030 - Hot Rolled (Nippon),Carbon steel 0.3% C. Hot Rolled.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,3.81,5.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '337 MPa', 'Tensile': '505 MPa', 'Hardness': 'HB 105', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.3%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1030_HR_NIP_002,AISI 1030 - Hot Rolled (Nippon),Carbon steel 0.3% C. Hot Rolled.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,3.76,5.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '333 MPa', 'Tensile': '499 MPa', 'Hardness': 'HB 104', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.3%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1030_HR_BAO_001,AISI 1030 - Hot Rolled (Baowu),Carbon steel 0.3% C. Hot Rolled.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,3.92,5.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '346 MPa', 'Tensile': '519 MPa', 'Hardness': 'HB 108', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.3%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1030_HR_BAO_002,AISI 1030 - Hot Rolled (Baowu),Carbon steel 0.3% C. Hot Rolled.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,3.89,5.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '344 MPa', 'Tensile': '516 MPa', 'Hardness': 'HB 107', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.3%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1030_HR_POS_001,AISI 1030 - Hot Rolled (POSCO),Carbon steel 0.3% C. Hot Rolled.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,3.79,5.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '336 MPa', 'Tensile': '504 MPa', 'Hardness': 'HB 105', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.3%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1030_HR_POS_002,AISI 1030 - Hot Rolled (POSCO),Carbon steel 0.3% C. Hot Rolled.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,3.88,5.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '343 MPa', 'Tensile': '514 MPa', 'Hardness': 'HB 107', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.3%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1030_HR_TAT_001,AISI 1030 - Hot Rolled (Tata),Carbon steel 0.3% C. Hot Rolled.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,3.86,5.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '341 MPa', 'Tensile': '511 MPa', 'Hardness': 'HB 106', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.3%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1030_HR_TAT_002,AISI 1030 - Hot Rolled (Tata),Carbon steel 0.3% C. Hot Rolled.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,3.82,5.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '338 MPa', 'Tensile': '507 MPa', 'Hardness': 'HB 105', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.3%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1030_HR_THY_001,AISI 1030 - Hot Rolled (Thyssen),Carbon steel 0.3% C. Hot Rolled.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,3.83,5.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '339 MPa', 'Tensile': '508 MPa', 'Hardness': 'HB 105', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.3%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1030_HR_THY_002,AISI 1030 - Hot Rolled (Thyssen),Carbon steel 0.3% C. Hot Rolled.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,3.79,5.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '336 MPa', 'Tensile': '504 MPa', 'Hardness': 'HB 105', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.3%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1030_HR_NUC_001,AISI 1030 - Hot Rolled (Nucor),Carbon steel 0.3% C. Hot Rolled.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,3.88,5.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '343 MPa', 'Tensile': '514 MPa', 'Hardness': 'HB 107', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.3%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1030_HR_NUC_002,AISI 1030 - Hot Rolled (Nucor),Carbon steel 0.3% C. Hot Rolled.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,3.77,5.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '334 MPa', 'Tensile': '501 MPa', 'Hardness': 'HB 104', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.3%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1030_HR_SEV_001,AISI 1030 - Hot Rolled (Severstal),Carbon steel 0.3% C. Hot Rolled.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,3.86,5.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '341 MPa', 'Tensile': '511 MPa', 'Hardness': 'HB 106', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.3%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
MAT-STL_1030_HR_SEV_002,AISI 1030 - Hot Rolled (Severstal),Carbon steel 0.3% C. Hot Rolled.,ERA-04_INDUSTRIAL,MAT-IRON_PUDDLED,ACTIVE,3.86,5.0,MICROSTRUCTURE_FERRITE_PEARLITE,SOC-NEED_STRENGTH,MKT-GLOBAL_CONSTRUCTION,Rusts; Heavy,CO2 emissions,FAC-MACHINERY:ENABLE:+10,"{'Yield': '341 MPa', 'Tensile': '511 MPa', 'Hardness': 'HB 106', 'Density': '7.85 g/cm3'}",NULL,"Fe, C:0.3%, Mn:0.6%",RES-ORE_IRON_HEMATITE;RES-COAL_COKE,PROC-SMELTING_BF
